"longitude","latitude","species","country","state_province","county","locality","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","identified_by","date_identified","identification_remarks","observation_type","Year","pmaxPrecision","folds","within_range","within_buffer"
-99.36915,47.575662,"Fraxinus pennsylvanica","United States","North Dakota","Wells","","2005/04/08","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2005,0.186451638265433,4,1,1
-99.62428,41.00415,"Fraxinus pennsylvanica","United States","Nebraska","Dawson","Eddyville, 0.5 mi S","1968/07/20","GBIF","KU","KU","KU","KANU",4532,"233098801","Steve Stephens; Ralph E Brooks","","Craig C Freeman","","","specimen",1968,0.696612837249321,4,1,1
-98.48561,42.9172,"Fraxinus pennsylvanica","United States","Nebraska","Boyd","Lynch, 6 mi N, 1 mi W","1967/06/21","GBIF","KU","KU","KU","KANU",4532,"233098955","Steve Stephens; Ralph E Brooks","","Craig C Freeman","","","specimen",1967,0.689347113474797,4,1,1
-98.491403,32.602223,"Fraxinus pennsylvanica","United States","Texas","Palo Pinto","","2004/03/11","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","5","","","","plot",2004,0.201794457614432,4,0,1
-98.655005,34.633383,"Fraxinus pennsylvanica","United States","Oklahoma","Comanche","","2010/10/27","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","5","","","","plot",2010,0.199893533057161,4,0,1
-99.010566,35.76107,"Fraxinus pennsylvanica","United States","Oklahoma","Custer","","2009/07/15","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",2009,0.198806747774439,4,0,1
-98.719805,44.333391,"Fraxinus pennsylvanica","United States","South Dakota","Hand","","2010/08/11","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",2010,0.189969906890909,4,1,1
-98.646542,46.154947,"Fraxinus pennsylvanica","United States","North Dakota","Dickey","","2005/08/20","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2005,0.187999968913051,4,1,1
-98.92254,28.684614,"Fraxinus pennsylvanica","United States","Texas","Frio","","2004/07/08","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","7","","","","plot",2004,0.205231871568763,4,0,1
-98.988984,45.329706,"Fraxinus pennsylvanica","United States","South Dakota","Edmunds","","2005/09/14","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",2005,0.18889493455563,4,1,1
-99.170649,28.809713,"Fraxinus pennsylvanica","United States","Texas","Frio","","2010/11/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2010,0.205127138643611,4,0,1
-97.42776,43.08244,"Fraxinus pennsylvanica","United States","South Dakota","Yankton","Mayfield, 5.5 mi W","1969/06/16","GBIF","KU","KU","KU","KANU",4532,"233098878","Steve Stephens; Ralph E Brooks","","Craig C Freeman","","","specimen",1969,0.688713647280098,5,1,1
