"longitude","latitude","species","country","state_province","county","locality","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","identified_by","date_identified","identification_remarks","observation_type","Year","pmaxPrecision","folds","within_range","within_buffer"
-96.681283,35.605833,"Fraxinus americana","United States","Oklahoma","Lincoln","","2009/04/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",2009,0.198957616196088,1,0,1
-96.638863,29.87592,"Fraxinus americana","United States","Texas","Colorado","","2005/08/26","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2005,0.204220599593133,1,1,1
-95.75,35.19,"Fraxinus americana","United States","Oklahoma","McIntosh","","1986/04/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",1986,717.696671991333,1,1,1
-96.882255,34.067557,"Fraxinus americana","United States","Oklahoma","Marshall","","2009/05/19","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","6","","","","plot",2009,0.200430597421201,1,0,1
-95.5272,38.28345,"Fraxinus americana","United States","Kansas","Coffey","Westphalia, 7 mi N, 2 mi W","1968/08/31","GBIF","KSTC","KSTC","KSTC","Plants",4529,"1122716619","Magrath, Lawrence","3181","Magrath, Lawrence","","","specimen",1968,0.706689901763763,1,0,4
-95.63162,37.31972,"Fraxinus americana","United States","Kansas","Montgomery","7.2 km E of Sycamore.","2005/05/15","GBIF","KSP","KSP","KSP","",4528,"2464628789","Robert Pearce","3745","","","","specimen",2005,0.710174656416796,1,0,3
-95.759063,31.455418,"Fraxinus americana","United States","Texas","Leon","","2002/09/26","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","5","","","","plot",2002,0.202833308051746,1,1,1
-96.65974,39.73992,"Fraxinus americana","United States","Kansas","Marshall","Blue Rapids, 4 mi N","1966/06/11","GBIF","KU","KU","KU","KANU",4532,"176949343","Steve Stephens","","Ronald L McGregor","","","specimen",1966,0.701336538136092,1,0,3
-98.26005,40.29196,"Fraxinus americana","United States","Nebraska","Nuckolls","Lawrence","1969/03/19","GBIF","KSTC","KSTC","KSTC","Plants",4529,"1122716590","Whipple, Larry","43","Whipple, Larry","","","specimen",1969,0.699282174438494,1,0,1
-97.361013,34.57094,"Fraxinus americana","United States","Oklahoma","Garvin","","2011/03/03","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2011,0.199953078957389,1,0,1
-96.11,31.22,"Fraxinus americana","United States","Texas","Leon","","1975/12/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",1975,730.957874076055,1,1,1
-96.376713,37.5254,"Fraxinus americana","United States","Kansas","Elk","","2004/05/18","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2004,0.197065274535916,1,0,4
-95.989219,41.83984,"Fraxinus americana","United States","Iowa","Harrison","","2011/03/24","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","6","","","","plot",2011,0.192626416903892,1,0,2
-96.11,30.75,"Fraxinus americana","United States","Texas","Grimes","","1976/03/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1976,732.45529023737,1,1,1
-95.486491,42.903055,"Fraxinus americana","United States","Iowa","Cherokee","","2007/11/06","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","13","","","","plot",2007,0.191500360279602,1,0,2
-95.642175,32.943286,"Fraxinus americana","United States","Texas","Wood","","2011/01/25","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","5","","","","plot",2011,0.201480584122648,1,1,1
-95.9772,36.706119,"Fraxinus americana","United States","Oklahoma","Washington","","2009/02/11","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","7","","","","plot",2009,0.197879928575473,1,1,3
-97.303193,32.710406,"Fraxinus americana","United States","Texas","Tarrant","","2010/09/09","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",2010,0.201695139358779,1,1,1
-98.312823,30.064487,"Fraxinus americana","United States","Texas","Blanco","","2009/04/21","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","7","","","","plot",2009,0.204057717746441,1,0,1
-96.160035,32.077039,"Fraxinus americana","United States","Texas","Navarro","","2010/09/28","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2010,0.202273404602346,1,1,1
-98.232736,32.979874,"Fraxinus americana","United States","Texas","Palo Pinto","","2005/03/17","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2005,0.201446782025614,1,0,1
-96.577302,38.559007,"Fraxinus americana","United States","Kansas","Morris","","2010/07/22","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",2010,0.196023567566031,1,0,5
-96.926349,40.6886,"Fraxinus americana","United States","Nebraska","Saline","","2005/10/05","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","7","","","","plot",2005,0.193832806198396,1,0,2
-94.92,35.28,"Fraxinus americana","United States","Oklahoma","Haskell","","1986/03/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1986,717.384192540586,2,1,1
-94.92246,39.31111,"Fraxinus americana","United States","Kansas","Leavenworth","Leavenworth","1972/05/25","GBIF","KSTC","KSTC","KSTC","Plants",4529,"1122716625","Watt, Charles","54","Watt, Charles","","","specimen",1972,0.702922987558146,2,1,2
-94.9281,38.96595,"Fraxinus americana","United States","Kansas","Johnson","Gardner, 9 mi N","1965/06/13","GBIF","KSTC","KSTC","KSTC","Plants",4529,"1122716612","Stephens, H.","2479","Stephens, H.","","","specimen",1965,0.704193814153247,2,1,3
-94.94,31.11,"Fraxinus americana","United States","Texas","Trinity","","1974/12/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",1974,731.309790546735,2,1,1
-94.99349,34.58514,"Fraxinus americana","United States","Oklahoma","Pushmataha","Honobia, 4.5 mi NW","1968/08/18","GBIF","KU","KU","KU","KANU",4532,"415727426","Steve Stephens","","Steve Stephens","","","specimen",1968,0.71978235580556,2,1,1
-94.97,32.72,"Fraxinus americana","United States","Texas","Upshur","","1975/09/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1975,726.072459445318,2,1,1
-94.92,33.17,"Fraxinus americana","United States","Texas","Titus","","1985/04/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",1985,724.576287139536,2,1,1
-94.97,40.46,"Fraxinus americana","United States","Missouri","Nodaway","","1989/06/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1989,698.655207949821,2,1,2
-94.95437,30.416504,"Fraxinus americana","United States","Texas","Liberty","","2002/01/22","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","404","","","","plot",2002,0.203751638706372,2,1,1
-94.92,36.36,"Fraxinus americana","United States","Oklahoma","Delaware","","1992/10/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1992,713.596984519748,2,1,1
-94.752967,37.773921,"Fraxinus americana","United States","Kansas","Bourbon","Fort Scott, 2 mi S, 3 mi W; Fort Scott Lake","1973/10/04","GBIF","KU","KU","KU","KANU",4532,"176949101","Steve Stephens","","Steve Stephens","","","specimen",1973,0.196816190260231,3,1,2
-94.87,45.77,"Fraxinus americana","United States","Minnesota","Stearns","","1991/01/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","11","","","","plot",1991,678.305055344719,3,0,1
-94.198109,43.038679,"Fraxinus americana","United States","Iowa","Kossuth","","2006/01/25","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","6","","","","plot",2006,0.191355971277396,4,1,1
-94.22,44.19,"Fraxinus americana","United States","Minnesota","Blue Earth","","1990/04/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1990,684.447301544454,4,0,2
-94.37522,41.398613,"Fraxinus americana","United States","Iowa","Adair","","2005/01/11","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",2005,0.193090450546418,4,1,1
-93.784318,37.543651,"Fraxinus americana","United States","Missouri","Dade","Bona, W; Mutton Creek Recreation Area","1999/08/22","GBIF","KU","KU","KU","KANU",4532,"176948961","W W Holland","","Craig C Freeman","","","specimen",1999,0.197047014319632,5,1,1
-93.75,30.14,"Fraxinus americana","United States","Texas","Orange","","1974/08/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",1974,734.374194848477,5,0,1
-93.853412,39.207194,"Fraxinus americana","United States","Missouri","Lafayette","","2007/01/09","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",2007,0.19536282620809,5,1,1
-93.832775,35.625256,"Fraxinus americana","United States","Arkansas","Franklin","","2010/06/08","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",2010,0.198938761510759,5,1,1
-93.78,34.19,"Fraxinus americana","United States","Arkansas","Pike","","1995/05/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","10","","","","plot",1995,721.13504595482,5,1,1
-93.862769,31.676516,"Fraxinus americana","United States","Texas","Shelby","","2008/10/28","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","5","","","","plot",2008,0.202635039959526,5,1,1
-93.983794,42.254366,"Fraxinus americana","United States","Iowa","Webster","","2010/07/27","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","12","","","","plot",2010,0.192188670004034,5,1,1
-94,36.28,"Fraxinus americana","United States","Arkansas","Benton","","1995/11/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1995,713.879840613002,5,1,1
-93.85,38.03,"Fraxinus americana","United States","Missouri","","","1988/01/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",1988,707.612159792758,5,1,1
-93.77753,46.20704,"Fraxinus americana","United States","Minnesota","Mille Lacs","Mille Lacs Co. Near Indian house on W side of Hwy. 169, Mille Lacs Indian Reservation. SE1/4 SE1/4 Sec. 17, T43N, R27W.;Mille Lacs Indian Reservation;043N;27W;17","1971/10/01","GBIF","MIN","MIN","MIN","Plants",4613,"2265554849","Johnson, Albert","s.n.","","","","specimen",1971,0.676596072195571,5,0,2
-93.901622,41.936652,"Fraxinus americana","United States","Iowa","Boone","","2001/08/20","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","5","","","","plot",2001,0.192524332413302,5,1,1
-93.734102,40.320755,"Fraxinus americana","United States","Missouri","Mercer","","2005/03/02","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","9","","","","plot",2005,0.194215181924636,5,1,1
-93.94,33.14,"Fraxinus americana","United States","Arkansas","Miller","","1988/03/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1988,724.676458317714,5,1,1
-93.76,44.18,"Fraxinus americana","United States","Minnesota","Waseca","","1990/04/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1990,684.485983184951,5,0,2
-93.84,45.63,"Fraxinus americana","United States","Minnesota","Benton","","1991/01/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",1991,678.851545080682,5,0,1
-93.45,32.8725,"Fraxinus americana","United States","Louisiana","Webster","Wenks Landing Seet Natural Area, Bodcau WMA, N of Wenks Landing, ca. 4 mi NW of Cotton Valley.; Bodcau Wildlife Management Area","2003/10/03","GBIF","LSU","LSU","LSU","Vascular Plants",4573,"1269695323","Christopher Reid; Patricia Faulkner; Suzanne Odom; Judy Jones","4668","","","","specimen",2003,20.1546378238029,6,1,1
-93.42,43.86,"Fraxinus americana","United States","Minnesota","Waseca","","1988/01/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1988,685.722367387861,6,0,2
-92.91805,37.44861,"Fraxinus americana","United States","Missouri","Webster","2 mi SW of Forkner's Hill limestone glade along Niangua River","1937/07/29","MO","MO","MO","MO","",267,"","Julian A. Steyermark","23826","","","","specimen",1937,0.709711404613157,7,1,1
-92.92,35.89,"Fraxinus americana","United States","Arkansas","Searcy","","1987/07/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1987,715.253506743774,7,1,1
-92.937053,36.598828,"Fraxinus americana","United States","Missouri","Taney","","2006/01/03","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","6","","","","plot",2006,0.197985859510455,7,1,1
-92.986544,40.357724,"Fraxinus americana","United States","Missouri","Sullivan","","2009/01/28","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2009,0.194176823034132,7,1,1
-92.94417,46.04035,"Fraxinus americana","United States","Minnesota","Pine","Pine Co. E side of Hwy. 35. 2 1/2 mi. N of Hinckley.;;;;","1970/09/09","GBIF","MIN","MIN","MIN","Plants",4613,"2265554351","Johnson, Albert","s.n.","","","","specimen",1970,0.677248083433892,7,0,3
-93,34.64,"Fraxinus americana","United States","Arkansas","Garland","","1995/08/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1995,719.595498167514,7,1,1
-92.94,38.13,"Fraxinus americana","United States","Missouri","Camden","","1988/06/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1988,707.24912218866,7,1,1
-92.96,39.44,"Fraxinus americana","United States","Missouri","Chariton","","1989/03/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1989,702.448074669235,7,1,1
-92.92,33.72,"Fraxinus americana","United States","Arkansas","Ouachita","","1988/04/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1988,722.729186598761,7,1,1
-92.916236,41.175409,"Fraxinus americana","United States","Iowa","Marion","","2003/10/29","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","6","","","","plot",2003,0.193324416096801,7,1,1
-92.97,44.6,"Fraxinus americana","United States","Minnesota","Dakota","","1990/05/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1990,682.859115679794,7,0,3
-92.96,45.87,"Fraxinus americana","United States","Minnesota","Pine","","1990/08/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","6","","","","plot",1990,677.914468285715,7,0,4
-92.9,43.52,"Fraxinus americana","United States","Minnesota","Mower","","1990/01/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1990,687.032884362185,8,0,2
-92.773276,42.956299,"Fraxinus americana","United States","Iowa","Floyd","","2005/08/15","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",2005,0.19144369275947,8,0,1
-91.97833,36.5875,"Fraxinus americana","United States","Missouri","Howell","3 mi S of South Fork, 1/2 mi W of Highway E dry upland woods","1990/07/24","MO","MO","MO","MO","",267,"","Bill Summers","3511","","","","specimen",1990,0.712789318207258,11,1,1
-91.911902,43.445125,"Fraxinus americana","United States","Iowa","Winneshiek","","2011/04/15","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","12","","","","plot",2011,0.190922302946574,11,0,2
-91.98,40.05,"Fraxinus americana","United States","Missouri","Knox","","1989/04/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1989,700.185240283499,11,1,1
-91.86,39.4,"Fraxinus americana","United States","Missouri","Monroe","","1989/03/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",1989,702.5958733295,11,1,1
-91.98,37.43,"Fraxinus americana","United States","Missouri","Texas","","1987/10/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","5","","","","plot",1987,709.779582897017,11,1,1
-91.94,38.19,"Fraxinus americana","United States","Missouri","Maries","","1988/01/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",1988,707.031057098706,11,1,1
-91.92,35.94,"Fraxinus americana","United States","Arkansas","Izard","","1996/10/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1996,715.077887352362,11,1,1
-91.78,33.53,"Fraxinus americana","United States","Arkansas","Drew","","1995/01/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1995,723.369541013936,11,1,1
-91.846375,45.701983,"Fraxinus americana","United States","Wisconsin","Washburn","","2004/03/26","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",2004,0.188491669526623,11,0,5
-91.737601,46.049099,"Fraxinus americana","United States","Wisconsin","Washburn","","2009/04/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",2009,0.188114963877115,11,0,4
-91.85465,44.723303,"Fraxinus americana","United States","Wisconsin","Dunn","","2002/07/16","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",2002,0.18954999861304,11,0,4
-91.993634,41.246131,"Fraxinus americana","United States","Iowa","Keokuk","","2005/08/10","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2005,0.193250341910502,11,1,1
-91.892704,42.993698,"Fraxinus americana","United States","Iowa","Fayette","","2011/02/17","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","10","","","","plot",2011,0.191403877959327,11,0,2
-91.376364,31.518824,"Fraxinus americana","United States","Mississippi","Adams","","2007/02/13","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",2007,0.202776547631316,12,1,1
-91.47,34.86,"Fraxinus americana","United States","Arkansas","Prairie","","1987/09/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1987,718.838205868228,12,1,1
-90.93,37.57,"Fraxinus americana","United States","Missouri","Reynolds","","1987/07/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",1987,709.275528816038,14,1,1
-90.952026,43.691031,"Fraxinus americana","United States","Wisconsin","Vernon","","2007/05/07","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","11","","","","plot",2007,0.190659261086065,14,0,3
-90.93,36.94,"Fraxinus americana","United States","Missouri","Carter","","1987/09/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1987,711.535529152918,14,1,1
-90.979587,39.852139,"Fraxinus americana","United States","Illinois","Adams","","2010/12/13","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","5","","","","plot",2010,0.194700000663811,14,1,1
-90.94,35.06,"Fraxinus americana","United States","Arkansas","Saint Francis","","1987/08/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1987,718.147162712372,14,1,1
-90.95,38.22,"Fraxinus americana","United States","Missouri","Franklin","","1988/10/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1988,706.921956653442,14,1,1
-90.96,31.37,"Fraxinus americana","United States","Mississippi","Franklin","","1986/11/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",1986,730.476564361899,14,1,1
-90.94963,46.674219,"Fraxinus americana","United States","Wisconsin","Bayfield","","2010/10/28","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","22","","","","plot",2010,0.187435034461845,14,0,3
-90.987157,42.981374,"Fraxinus americana","United States","Wisconsin","Grant","","2004/07/13","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",2004,0.191416997851688,14,1,1
-90.9234,44.874368,"Fraxinus americana","United States","Wisconsin","Chippewa","","2005/06/27","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","4","","","","plot",2005,0.189387034984419,14,0,5
-90.96017,45.022245,"Fraxinus americana","United States","Wisconsin","Chippewa","","2010/03/12","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","19","","","","plot",2010,0.189227361359019,14,0,5
-90.976337,40.439751,"Fraxinus americana","United States","Illinois","Hancock","","2005/01/07","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","9","","","","plot",2005,0.194091658193351,14,1,1
-90.962282,41.591733,"Fraxinus americana","United States","Iowa","Muscatine","","2010/06/24","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",2010,0.192887596047942,14,1,1
-90.960408,32.048384,"Fraxinus americana","United States","Mississippi","Claiborne","","2006/09/28","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","9","","","","plot",2006,0.202299382486573,14,0,1
-90.76,34.79,"Fraxinus americana","United States","Arkansas","Lee","","1987/08/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1987,719.079488511592,15,1,1
-90.676344,33.313893,"Fraxinus americana","United States","Mississippi","Sunflower","","2006/02/20","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","3","","","","plot",2006,0.201137039834798,16,0,1
-89.94,34.75,"Fraxinus americana","United States","Mississippi","Desoto","","1986/06/01","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",1986,719.217227960801,18,1,1
-89.963463,44.927189,"Fraxinus americana","United States","Wisconsin","Marathon","","1915/07/01","GBIF","Milwaukee Public Museum (MPM)","Milwaukee Public Museum (MPM)","Milwaukee Public Museum (MPM)","MIL",3784,"1305237097","Charles Goessl","951A","","","","specimen",1915,0.189330015950111,18,1,5
-89.910576,45.361318,"Fraxinus americana","United States","Wisconsin","Lincoln","","2002/05/13","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","2","","","","plot",2002,0.18886072336847,18,0,5
-89.999859,43.508667,"Fraxinus americana","United States","Wisconsin","Sauk","","2007/02/20","FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams","","",31,"","","1","","","","plot",2007,0.190854380351626,18,0,3
